PO Number;PO Date;Vendor;Vendor Description;Requester;PO Created By;Shopping Cart Number;Project;Project Description;WBS Element;WBS Element Description;Cost Center;Cost Center Description;PO Net Amount;Tax Amount;Total Amount Legal Entity Currency;PO Line Nr.;PO Status;PO Line Text;Delivery Date;Legal Entity Currency Code;Value in document currency;Document currency code;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Change Date;Purchase requisition;Procurement Plant;Contract #;Joint Commodity Code;PO Title;Version;FI Doc No
2111112624;2021-08-17;10110528;BECKHOFF AUTOMATION GMBH & CO KG;BERNHAH1;BERNHAH1;1003831132;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;206.80;0.00;206.80;2;open;CX2100-0014;2022-04-06;EUR;206.80;EUR;capex;0;0.0;0.0.00-C;2022-03-20;;4510;;X20100200;HIP BECKHOFF NAGEL TICALA 17.08.21;;61642111112624000002C3202319470035161
2111234544;2022-08-22;10109003;IGUS SE + CO KG;GABLERC1;GABLERC1;1004153791;C.32.02319.470.2;;C.32.02319.470.235.161;HIPMOM_PP HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;68.96;0.00;68.96;1;open;MATERIAL LAUT ANGEBOT;2022-08-31;EUR;68.96;EUR;capex;0;0.0;0.0.00-C;2022-10-17;;4510;;X20100200;BAUERF12 HIPMOM / IGUS;;61642111234544000001C3202319470235161
9110173891;2020-12-22;10109185;RAAB HOME CO GMBH;GERGM2;MICHES18;1003618892;C.32.02649.341.1;;C.32.02649.341.129.101;LABORMÖBLIERUNG (INV.)  DXRED;3251601683;PROJEKTE CPS;13950.00;0.00;13950.00;1;open;LS341P TEEKÜCHE G 341 R 209;2021-02-24;EUR;13950.00;EUR;capex;2;2.9;2.9.10-C;2020-12-22;;4511;;X25050201;LS341P TEEKÜCHE G 341 R 209;;61649110173891000001C3202649341129101
9110196313;2021-10-13;10239868;SPIE LIFE SCIENCE ENGINEERING GMBH;WIENCHOM;EICHNERJ;1003876516;C.32.03391.900.0;;C.32.03391.900.062.009;PI EXTERNE PLANUNG (KST);3253100214;DOZ MANAGEMENT;23980.00;0.00;23980.00;1;open;PI-PLANUNG LAUGESYSTEM DOC1;2022-02-28;EUR;23980.00;EUR;capex;0;0.0;0.0.00-O;2022-03-23;;4511;;X20250301;PI-PLANUNG LAUGESYSTEM DOC1;;61649110196313000001C3203391900062009
9110170142;2020-11-12;10111330;MICHAEL ZIRNGIBL GMBH;HILLMANB;EICHNERJ;1003573412;C.32.01708.444.0;;C.32.01708.444.023.101;FASSADE FENSTER;3253510372;DOZC GEN. MFG COST;61568.01;0.00;61568.01;2;closed;PPIMP/ CR007 FENSTER + TÜREN TREPPENHAUS;2021-02-01;EUR;61568.01;EUR;capex;2;2.3;2.3.10-C;2023-08-25;;4511;;X20050300;EBP2P/PPIMP FENSTER+TÜREN TREPPENHAUS;;61649110170142000002C3201708444023101
9110172238;2020-12-04;10117706;AIRITSYSTEMS GMBH;MOCKH;EICHNERJ;;C.32.02275.131.0;;C.32.02275.131.073.141;DOKUMENTATION;3251601131;GEB. 131 LEAP OFFICE;55202.60;0.00;55202.60;6;open;5.NT 17/2023-12/2024 + NUTZERAUFSTOCKUNG;2025-12-31;EUR;55202.60;EUR;capex;7;7.3;7.3.14-C;2025-07-28;;4511;;X40150204;LEAP AWARO SUPPORT;;61649110172238000006C3202275131073141
2111276905;2023-02-28;10407429;FESTO VERTRIEB GMBH & CO KG;BERNHAH1;BERNHAH1;1004285904;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;24.38;0.00;24.38;1;open;MAP-40-16-1/8-EN;2023-03-03;EUR;24.38;EUR;capex;0;0.0;0.0.00-C;2023-03-08;;4510;;X20100200;PSC2M-FA2 GÖTZ BRUDER 28.02.2023;;61642111276905000001C3201261364135101
P000832094;2024-07-15;10113915;SIEMENS AG SIEMENS DEUTSCHLAND;ZWERGERT;SVANET;;C.32.03068.900.0;;C.32.03068.900.044.181;WP-009 ELEKTRO U. MSR;3251100034;NAHWAERME PZ;9845.00;0.00;9845.00;1;open;COHP_WP009_OPTIMIERUNGEN;2025-06-30;EUR;9845.00;EUR;capex;4;4.4;4.4.18-C;2025-05-20;R100746512;4511;;X20000000;PO1 FOR COHP_WP009_OPTIMIERUNGEN;;6164P000832094000001C3203068900044181
9110235658;2023-07-06;10115745;IGW-INGENIEURGRUPPE WALTER;AIGNERA1;ULLRICHN;;C.32.02275.131.0;;C.32.02275.131.062.101;EXTERN BAU / GP;3251601131;GEB. 131 LEAP OFFICE;52416.00;0.00;52416.00;2;open;3. NT  WEITERBEAUFTRAGUNG 01-12/24;2024-12-31;EUR;52416.00;EUR;capex;6;6.2;6.2.10-C;2024-01-17;;4511;;X20250200;LEAP | 2. NT KÜCHENPLANUNG STUFE 3;;61649110235658000002C3202275131062101
6000743751;2020-06-08;10109078;FIECHTNER ERDBAU GMBH;AMETSBEB;SPRUNGS;;C.32.00727.560.0;;C.32.00727.560.013.001;BAUSTELLENEINRICHTUNG;3251601561;GEB. 561 HOCHREGALLAGER;1500.00;0.00;1500.00;10;open;RÜCKBAU DER BE-FLÄCHE;2020-10-29;EUR;1500.00;EUR;capex;0;0.0;0.0.00-C;2020-06-08;3217724219;4511;;X20050100;;;61646000743751000010C3200727560013001
2110800508;2019-01-23;10114130;STAPLES DEUTSCHLAND;ROTHERK1;ROTHERK1;1002929310;C.32.01618.444.0;;C.32.01618.444.073.129;ALLG. PROJEKTKOSTEN;3253100214;DOZ MANAGEMENT;16.50;0.00;16.50;2;open;POST-IT® HAFTNOTIZ DREAM 127 X 76;2019-01-24;EUR;16.50;EUR;capex;7;7.3;7.3.12-O;2019-01-23;;4511;;X30050200;WORKSHOP MATERIAL;;61642110800508000002C3201618444073129
9130049470;2022-12-15;10115414;KLEIN KOMMUNIKATIONSTECHNIK GMBH;SCHAEFM6;HILLMANB;1004237725;C.32.02052.221.0;;C.32.02052.221.044.161;PLS EQUIPMENT (FÜR TESTSYSTEM);3252600090;WERKSCHUTZ PZ;1410.00;0.00;1410.00;1;open;UIMSP-WANDGEHÄUSE FÜR WERKFEUERWEHR;2022-12-16;EUR;1410.00;EUR;capex;4;4.4;4.4.16-C;2022-12-15;;4511;6199100679;X40200106;UIMSP-WANDGEHÄUSE FÜR WERKFEUERWEHR;;61649130049470000001C3202052221044161
P000471814;2023-11-06;10118171;NEOTECHA GMBH;THALHAME;PAULIE1;;C.32.02394.444.0;;C.32.02394.444.031.191;EQUIPMENT UND ERSTAUSTATTUNG PROZESS;3253100214;DOZ MANAGEMENT;10.00;0.00;10.00;4;open;KONFORMITÄTSERKLÄRUNG FDA UND USP CLASS VI AUSGENOMMEN RECTU;2023-11-20;EUR;10.00;EUR;capex;3;3.1;3.1.19-C;2023-11-06;R100320484;4511;;X20150500;PO1 FOR NEOTECHA 20357 THALHAMMER EVA;;6164P000471814000004C3202394444031191
2111291867;2023-05-09;10108350;LEOPOLD SIEGLE GMBH & CO KG;SCHULGAD;GOLDBRUM;1004328937;C.32.02394.444.0;;C.32.02394.444.031.191;EQUIPMENT UND ERSTAUSTATTUNG PROZESS;3253100214;DOZ MANAGEMENT;3961.00;0.00;3961.00;2;closed;BOX PORTABEL AUS PE-EL 12MM;2023-06-23;EUR;3961.00;EUR;capex;3;3.1;3.1.19-C;2024-07-25;;4511;;X20100200;SIEGLE LS-230502A SCHULGAD;;61642111291867000002C3202394444031191
P001495846;2025-09-23;10111679;RICHARD SCHULZ;BRUNNEM8;BREITVOS;;C.32.05724.010;;C.32.05724.010;AUSFÜHRUNG;3251100029;STROM PZ;3128.00;0.00;3128.00;2;open;STROMERZEUGER GEMÄß NACHTRAG ANGEBOT 1270769-011 VOM 17.12.2;2025-11-28;EUR;3128.00;EUR;capex;0;0.0;0.0.00-C;2026-01-07;;4511;;X20050000;PO1 FOR SCHULZ - PV - BRUNNER 23.09.2025;;6164P001495846000002C3205724010000000
P000957793;2024-10-14;10120664;ALEXANDER BUERKLE GMBH + CO KG;MARTHOLD;MARTHOLD;;C.32.05173.200;;C.32.05173.200;ELECTRIC;3253510139;MISCELLANEOUS EXPENSES PROJECTS;212.94;0.00;212.94;48;open;ABB S403M-C4 LEITUNGSSCHUTZSCHALTER 2CCS573001R0044;2024-10-08;EUR;212.94;EUR;capex;0;0.0;0.0.00-C;2025-01-02;R100859126;4510;;X20000000;PO1 FOR REQ_ERSATZTEILE WTLOM_BÜRKLE_ANGEBOT_114176279;;6164P000957793000048C3205173200000000
P000958935;2024-10-15;10110141;PRESSLUFT GOETZ GMBH;SCHMITO1;SCHMITO1;;C.32.05173.100;;C.32.05173.100;MECHANIC;3253510139;MISCELLANEOUS EXPENSES PROJECTS;196.30;0.00;196.30;15;closed;ZYLINDER DSNU-12-200-PPV-A;2024-11-25;EUR;196.30;EUR;capex;0;0.0;0.0.00-C;2025-01-02;R100863054;4510;;X20000000;PO1 FOR PREßLUFT GÖTZ WTLOM TEIL 3;;6164P000958935000015C3205173100000000
P000954389;2024-10-08;10111559;MOSCA SALES + SERVICE GMBH + CO KG;SCHMITO1;SCHMITO1;;C.32.05173.100;;C.32.05173.100;MECHANIC;3253510139;MISCELLANEOUS EXPENSES PROJECTS;283.30;0.00;283.30;6;closed;REIBRAD;2024-11-04;EUR;283.30;EUR;capex;0;0.0;0.0.00-C;2025-10-21;R100858633;4510;;X20100000;PO1 FOR MOSCA WTLOM TEIL1;;6164P000954389000006C3205173100000000
P001533543;2025-10-21;10113276;BAYERISCHE WAAGENBAU WERK;PRIBILJ;HILLMANB;;C.32.04118.430.0;;C.32.04118.430.036.111;BENCH-TOP GERÄTE;3253100609;DOZCC SBX;15348.00;0.00;15348.00;5;closed;IQ/OQ QUALIFIZIERUNG:  LT. ANGEBOT NR. 270789;;EUR;15348.00;EUR;capex;3;3.6;3.6.11-C;2025-10-28;R101364003;4511;;X15100109;PO1 FOR SBXRRP- WP-G27 WAAGEN;;6164P001533543000005C3204118430036111
P000490812;2023-11-17;10119586;HELDELE GMBH;SONNTAC1;KROLLV;;C.32.03423.345.0;;C.32.03423.345.024.161;ELEKTROTECHNIK;3251601345;GEB. 345 PRODUKTION;17977.39;0.00;17977.39;5;open;CW345P 5.NT ELEKTROINSTALLATION;2025-07-31;EUR;17977.39;EUR;capex;2;2.4;2.4.16-C;2025-10-28;;4511;MA00569544;X20050401;CW345P ELEKTROARBEITEN GEM. ANGEBOT AN23-005250;;6164P000490812000005C3203423345024161
9110203924;2022-01-10;10112471;VODAFONE GMBH;DIETRIM8;EICHNERJ;;C.32.03262.900.0;;C.32.03262.900.024.201;INSTALLATION PERSONEN-NOTRUF-ANLAGE;3251601601;PROJEKTE ALCM UND SCOPES;3216.00;0.00;3216.00;3;open;2.NT DECTP VERLÄNG. PNA PILOT INKL ALARM;2024-02-29;EUR;3216.00;EUR;capex;2;2.4;2.4.20-C;2023-09-27;;4511;;X40200203;DECTP PILOTKONFIGURATION PNA;;61649110203924000003C3203262900024201
P000767456;2024-06-04;10116956;SCHIENER BUERO FUER;NEUNERP1;SPECKEA1;;C.32.02913.351.0;;C.32.02913.351.012.139;ENABLING B.351;3256100073;DEMOLITION G&A;689.60;0.00;689.60;1;open;GEBÄUDE 353 GASWÄSCHER;2024-06-27;EUR;689.60;EUR;capex;1;1.2;1.2.13-O;2024-06-04;R100685430;4511;;X20250300;PO1 FOR R&I GASWÄSCHER;;6164P000767456000001C3202913351012139
2130131947;2022-06-14;10007295;GEMUE GEBR MUELLER APPARATEBAU;SCHIMMEJ;KROLLV;1004099682;C.32.02892.380.0;;C.32.02892.380.039.171;MSLCM - REINSTMEDIEN;3253100035;DOMM MANAGEMENT;332.93;0.00;332.93;1;open;N2-ERSATZTEILE;2022-06-30;EUR;332.93;EUR;capex;3;3.9;3.9.17-C;2022-06-14;;4510;6199100011;X20100200;MSLCM_SCHIMMEJ_GEMÜ;;61642130131947000001C3202892380039171
9110227520;2022-12-14;10111679;RICHARD SCHULZ;HALMBURS;HILLMANB;1004233371;C.32.03281.900.0;;C.32.03281.900.013.121;SICHERHEITSEINRICHTUNGEN;3251601820;STRASSEN/AREAL;430450.11;0.00;430450.11;2;open;INGSP SICHERHEITSEINR./EINFRIEDUNGEN;2025-03-31;EUR;430450.11;EUR;capex;1;1.3;1.3.12-C;2024-09-23;;4511;;X20050100;INGSP-ERDBAUARBEITEN;;61649110227520000002C3203281900013121
6000757218;2020-07-10;10114471;VTU ENGINEERING DEUTSCHLAND GMBH;MATHIEUT;WEITLF;;C.32.01230.442.0;;C.32.01230.442.062.131;EXTERN PM & SERVICE;3253100504;DOZCB CROMATOGRAPHY;844275.00;0.00;844275.00;50;open;3.NT RCP2P GENERALPLANUNG DD;2021-08-31;EUR;844275.00;EUR;capex;6;6.2;6.2.13-C;2023-10-10;3265190114;4511;;X20250301;;;61646000757218000050C3201230442062131
P000675568;2024-03-22;10119310;SMB INDUSTRIES GMBH;SONNTAC1;ANNENKA1;;C.32.01230.442.0;;C.32.01230.442.043.181;ROHRLEITUNGEN;3253100504;DOZCB CROMATOGRAPHY;6228.68;0.00;6228.68;1;open;RCP2P: AUSTAUSCH RIEGER VENTILE;2024-05-31;EUR;6228.68;EUR;capex;4;4.3;4.3.18-C;2024-03-22;R100598122;4511;;X20100000;PO1 FOR RCP2P: AUSTAUSCH RIEGER VENTILE;;6164P000675568000001C3201230442043181
P000338671;2023-07-21;10116288;KAEFER DEUTSCHLAND PRO SERVICES GMB;RIEGERC3;SVANET;;C.32.03153.652.0;;C.32.03153.652.025.191;KÜHLZELLEN UND KLIMATESTZELLEN;3253510376;DOMM OTHER GENERAL PERIOD COST PZ;44000.00;0.00;44000.00;1;closed;RLE2P HAUPTAUFTRAG;2025-06-30;EUR;44000.00;EUR;capex;2;2.5;2.5.19-C;2025-09-11;R100288325;4511;;X20050900;PO1 FOR RLE2P MEDIEN RLT;;6164P000338671000001C3203153652025191
6000648572;2019-10-28;10110296;R + S SOLUTIONS GMBH;ROEMERO;HEMBERGM;;C.32.01265.291.0;;C.32.01265.291.028.991;RMIM AUSBAU SONSTIGES;3253100125;POC COMPOUNDING EQ;655.82;0.00;655.82;10;open;BEREITSTELLUNG BAUSTROMVERTEILER;2019-10-28;EUR;655.82;EUR;capex;2;2.8;2.8.99-C;2019-10-30;;4510;6199100310;X20050401;;;61646000648572000010C3201265291028991
9110203069;2021-12-20;10110626;GFI GESELLSCHAFT FUER;WESCHEM;EMIRSEIS;;C.32.02835.470.5;;C.32.02835.470.524.161;B470 - 2OG - ELEKTROINSTALLATION;3253510400;DOM NMPA READIN PREP;107617.00;0.00;107617.00;5;open;NT4 MASSENMEHRUNGEN;2022-07-31;EUR;107617.00;EUR;capex;2;2.4;2.4.16-C;2022-11-07;;4510;;X20050401;MENSTELB NMPAM GFI;;61649110203069000005C3202835470524161
P000782843;2024-06-10;10109010;HAMMERLIT GMBH;TEAGARDD;GABLERC1;;C.32.02835.470.5;;C.32.02835.470.528.109;B470 - 2OG - ANTEIL OPEX;3253510400;DOM NMPA READIN PREP;97.85;0.00;97.85;1;open;WÄSCHEKORBHALTER SCHLEUSE ANGEBOT 173309;2024-06-28;EUR;97.85;EUR;capex;2;2.8;2.8.10-O;2024-06-10;R100700003;4510;;X25050000;PO1 FOR NMPAM / HAMMERLIT / TEAGARDEN;;6164P000782843000001C3202835470528109
P000534122;2023-12-18;10082814;EFAFLEX TOR + SICHERHEITSSYSTEME;MISTLERM;GABLERC1;;C.32.02835.360.0;;C.32.02835.360.062.219;MA 21 EXT PLANNING OPEX;3253510400;DOM NMPA READIN PREP;2812.71;0.00;2812.71;10;closed;SCHNELLLAUFTOR SAMSTAGSZUSCHLAG MONTAGE ANGEBOTS NR.: 500514;;EUR;2812.71;EUR;capex;6;6.2;6.2.21-O;2024-09-10;;4510;;X20050300;PO1 FOR NMPAM MA21 / EFAFLEX / MISTLER;;6164P000534122000010C3202835360062219
9130048625;2022-09-01;10110626;GFI GESELLSCHAFT FUER;WESCHEM;GABLERC1;1004160646;C.32.02835.470.5;;C.32.02835.470.524.161;B470 - 2OG - ELEKTROINSTALLATION;3253510400;DOM NMPA READIN PREP;7003.56;0.00;7003.56;1;open;BESTANDS ACCESSPOINTS MONTAGE;2022-11-30;EUR;7003.56;EUR;capex;2;2.4;2.4.16-C;2022-10-12;;4510;6199100305;X20050401;WESCHEM NMPAM / GFI;;61649130048625000001C3202835470524161
2111233684;2022-08-17;10120664;ALEXANDER BUERKLE GMBH + CO KG;BERNHAH1;BERNHAH1;1004151206;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;119.23;0.00;119.23;6;open;RITTAL VX 8106.245 VX SEITENWAND;2022-08-24;EUR;119.23;EUR;capex;0;0.0;0.0.00-C;2022-08-17;;4510;;X20100200;PSC2M BÜRKLE FIETZ 17.08.2022;;61642111233684000006C3201261364135101
9110220361;2022-07-28;10105552;AFAG AUTOMATION AG;BERNHAH1;BERNHAH1;1004137224;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;392.00;0.00;392.00;2;open;INI C10X20-EM-PNP-NO-M8X1;2022-09-02;EUR;392.00;EUR;capex;0;0.0;0.0.00-C;2022-07-28;;4510;;X40100200;PSC2M AFAG SPRING 28.07.2022;;61649110220361000002C3201261364135101
P000895457;2024-08-27;10114050;SMC DEUTSCHLAND GMBH;BERNHAH1;BERNHAH1;;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;613.74;0.00;613.74;1;open;MQR4-M5 LEICHTLAUF-DREHDURCHFÜHRUNG METALLISCH DICHTEND;2024-09-02;EUR;613.74;EUR;capex;0;0.0;0.0.00-C;2024-08-27;R100802803;4510;;X20100000;PO1 FOR PSC-ERSATZTEILE SMC FIETZ 26.08.2024;;6164P000895457000001C3201261364135101
6000433494;2018-06-11;10112326;RICHTER & FRENZEL GMBH & CO KG;LERCHLF;LERCHLF;;C.32.00048.442.0;;C.32.00048.442.052.131;PROJEKTMANAGEMENT;3253100214;DOZ MANAGEMENT;14.28;0.00;14.28;20;open;ALU-FLEXROHR 80MM;2018-06-01;EUR;14.28;EUR;capex;5;5.2;5.2.13-C;2018-06-11;;4511;6199100349;X20050500;;;61646000433494000020C3200048442052131
2130123278;2021-01-25;10109529;WILHELM KISSENDORFER OHG;RANKD;RANKD;1003645317;C.32.00056.001.0;;C.32.00056.001.035.911;VERSCHLIEßMASCHINE(UMBAU LINIE 16);3253100035;DOMM MANAGEMENT;499.00;0.00;499.00;3;open;SENSORKONSOLE ZCHN.NR.000170925;2021-02-03;EUR;499.00;EUR;capex;0;0.0;0.0.00-C;2021-01-25;;4510;6199100526;X20100200;TEILE VON KISSENDORFER FRIES;;61642130123278000003C3200056001035911
2111246841;2022-10-17;10001084;VWR INTERNATIONAL GMBH;KRUEGS10;KRUEGS10;1004191900;C.32.02927.253.0;;C.32.02927.253.036.109;LABORGERÄTE KST;3253510373;DOZB GEN. MFG COST 2;656.10;0.00;656.10;3;open;PIPETTE 10-100ΜL RESEARCH PLUS GENERAL L;2022-10-18;EUR;656.10;EUR;capex;3;3.6;3.6.10-O;2022-10-17;;4511;;X15150107;ROBERT SCHEUNER_RESEARCH PIPETTEN_17.10.;;61642111246841000003C3202927253036109
9110203557;2021-12-28;10109529;WILHELM KISSENDORFER OHG;SCHAEFJ8;SCHAEFJ8;1003953919;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;58120.00;0.00;58120.00;1;open;HIP RAD MODULE 1-6 LT. ANG. FERTIGEN;2022-03-03;EUR;58120.00;EUR;capex;0;0.0;0.0.00-C;2021-12-28;;4510;;X20100200;KISSNDORFER LK 21398-2 28.12.2021;;61649110203557000001C3202319470035161
P000713458;2024-04-17;10120664;ALEXANDER BUERKLE GMBH + CO KG;KROELLA1;KROELLA1;;C.32.02319.470.1;;C.32.02319.470.135.161;HIPMOM_LAL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;164.68;0.00;164.68;2;open;WAGO 750-559 AUSGANGSKLEMME;2024-04-24;EUR;164.68;EUR;capex;0;0.0;0.0.00-C;2024-04-17;R100633646;4510;;X20000000;PO1 FOR REQUEST15;;6164P000713458000002C3202319470135161
P000740205;2024-05-07;10109369;NORELEM NORMELEMENTE GMBH + CO KG;FINKF;BOETTCE1;;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;53.80;0.00;53.80;2;closed;ARBEITERBOLZEN GR: 2 D1= M 12X15 D= 6;2024-05-14;EUR;53.80;EUR;capex;0;0.0;0.0.00-C;2025-08-05;R100657773;4510;;X20000000;PO1 FOR BOLZEN F. FINK;;6164P000740205000002C3202319470035161
P001584350;2025-11-14;10116327;ORISE GMBH;PROTZMAL;SVANET;;C.32.04225.345.0;;C.32.04225.345.044.991;SONSTIGES;3253100214;DOZ MANAGEMENT;17580.00;0.00;17580.00;1;open;HP345P NIFI EINBINDUNG 22TA9910/22TA9930;2026-06-08;EUR;17580.00;EUR;capex;4;4.4;4.4.99-C;2025-11-14;R101407385;4511;;X20000000;PO1 FOR HP345P ETABLIERUNG NIFI WORKFLOW UND ONEARCHIVE;;6164P001584350000001C3204225345044991
9110180910;2021-03-31;10010454;SARTORIUS STEDIM BIOTECH GMBH;GARHAMMK;HILLMANB;;C.32.02786.442.0;;C.32.02786.442.031.191;CHEMICAL PROCESS EQUIPMENT;3253100576;DOZCB NUKLEOTIDES;861.00;0.00;861.00;3;open;YDP30 LABOR THERMOTRANSFER-DRUCKER;2021-06-09;EUR;861.00;EUR;capex;3;3.1;3.1.19-C;2021-04-01;;4511;;X15100101;CENPP - SARTOCHECK 5;;61649110180910000003C3202786442031191
9110189097;2021-07-14;10116288;KAEFER DEUTSCHLAND PRO SERVICES GMB;HALMBURS;HILLMANB;;C.32.02654.233.0;;C.32.02654.233.025.131;LÜFTUNGSANLAGEN/MEDIEN DXREA (INV);3251601683;PROJEKTE CPS;7474.64;0.00;7474.64;5;open;2. NT BRANDSCH/DÄMM. MASSENMEHRUNG INV;2022-04-30;EUR;7474.64;EUR;capex;2;2.5;2.5.13-C;2022-05-02;;4511;;X20050200;LS233P - DÄMMUNG BRANDSCHUTZ;;61649110189097000005C3202654233025131
9110229028;2023-01-30;10120443;REINRAUMTECHNIK ULM GMBH;KIMMELT;GABLERC1;1004260160;C.32.00700.470.0;;C.32.00700.470.036.211;ECESRM-NEBENANLAGEN;3253100035;DOMM MANAGEMENT;1100.00;0.00;1100.00;2;open;1.NT: UMRÜSTUNG LED-LEUCHTE;2023-10-31;EUR;1100.00;EUR;capex;3;3.6;3.6.21-C;2023-06-26;;4510;;X20150402;KIMMELT ECESRM / RTU;;61649110229028000002C3200700470036211
2111064156;2021-03-23;10108953;WIEGAND BATTERIE- + ELEKTROTECHNIK;WATZLAWN;WATZLAWN;1003702171;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-ANSATZ AUTOMATION;3253100035;DOMM MANAGEMENT;338.00;0.00;338.00;1;open;USV LIZENZEN ECESRM;2021-03-31;EUR;338.00;EUR;capex;4;4.4;4.4.20-C;2021-03-23;;4510;;X40100100;WATZLAWN 23.03.2021 09:44:16;;61642111064156000001C3200700470044201
9110180202;2021-03-23;10111523;TUEV SUED INDUSTRIE SERVICE GMBH;GERGM2;EICHNERJ;1003699541;C.32.01710.900.0;;C.32.01710.900.073.101;SONSTIGE NEBENKOSTEN (INVEST);3253510373;DOZB GEN. MFG COST 2;980.00;0.00;980.00;2;open;3ECFP G345 SPRÜFV VOR IBN;2021-04-30;EUR;980.00;EUR;capex;7;7.3;7.3.10-C;2021-03-23;;4511;;X20200100;3ECFP SPRÜFV VOR IBN;;61649110180202000002C3201710900073101
6000715038;2020-04-02;10120102;LEONHARD WEISS FUSSBODENTECHNIK;GERGM2;SUTTNERK;;C.32.01710.345.0;;C.32.01710.345.028.101;AUSBAU;3253510373;DOZB GEN. MFG COST 2;36209.09;0.00;36209.09;30;open;3ECFP G345 BODENBELAGSARBEITEN;2021-01-29;EUR;36209.09;EUR;capex;2;2.8;2.8.10-C;2021-03-11;3204647643;4511;;X20050200;;;61646000715038000030C3201710345028101
P000385750;2023-08-30;10001084;VWR INTERNATIONAL GMBH;SALLERA1;HEINEME1;;C.32.03666.300.1;;C.32.03666.300.100.110;LARGE & MID- SCALE ORG. SYNTHESIS;3253100214;DOZ MANAGEMENT;39.57;0.00;39.57;2;open;FILTERNUTSCHE DURAN 50ML PLATTE DMR: 35MM POROSITÄT 5 1 *;2023-08-10;EUR;39.57;EUR;capex;0;0.0;0.0.00-C;2025-11-14;R100310764;4511;MA00587059;X20000000;PO1 FOR FILTER;;6164P000385750000002C3203666300100110
6000762681;2020-07-23;10108404;R.M. ADAM GMBH;PERNERA1;GUTTINGL;;C.32.01265.291.0;;C.32.01265.291.025.141;RMIM HLKK ANLAGEN;3253100125;POC COMPOUNDING EQ;7364.00;0.00;7364.00;10;open;HYGIENETECHN. ANALYSE;2020-07-31;EUR;7364.00;EUR;capex;2;2.5;2.5.14-C;2021-05-31;3227170575;4510;;X20250100;;;61646000762681000010C3201265291025141
6000479708;2018-09-21;10212611;SPIRATEC AG;MULTEREM;SPRUNGS;;C.32.00048.442.1;;C.32.00048.442.162.111;TAALYOP / PROZESS EXTERN;3253100214;DOZ MANAGEMENT;25500.00;0.00;25500.00;10;open;TECHNOLOGY ASSESSMENT AUTOMATION LYO PEN;2019-03-15;EUR;25500.00;EUR;capex;6;6.2;6.2.11-C;2018-10-05;3103458341;4511;;X20150401;;;61646000479708000010C3200048442162111
P001610546;2025-12-01;10120664;ALEXANDER BUERKLE GMBH + CO KG;WOLFA14;WOLFA14;;C.32.04089.105.0;;C.32.04089.105.028.991;LINIE 105 BAUMAßNAHMEN;3252100002;TECHNICAL ENGINEERING;16.76;0.00;16.76;1;open;HAMA 223033 STECKDOSENLEISTE 3-FACH SCHWARZ 15M;2025-12-01;EUR;16.76;EUR;capex;2;2.8;2.8.99-C;2025-12-01;R101431911;4510;;X20000000;PO1 FOR IBN EQUIPMENT;;6164P001610546000001C3204089105028991
P001444423;2025-08-18;10108672;KEYENCE DEUTSCHLAND GMBH;KROELLA1;GABLERC1;;C.32.02319.470.3;;C.32.02319.470.335.161;HIPMOM_MIL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;855.00;0.00;855.00;1;open;FU-35FZ 90011090900 LICHTLEITER REFLEXIONSTYP KOAXIALER TOU;2025-08-29;EUR;855.00;EUR;capex;0;0.0;0.0.00-C;2025-08-18;R101285697;4510;;X20100000;PO1 FOR HIPMOM / KEYENCE / KROELL;;6164P001444423000001C3202319470335161
2111102320;2021-07-16;10108604;INTERFLEX DATENSYSTEME GMBH;PINSKERC;PINSKERC;1003805055;C.32.02786.442.0;;C.32.02786.442.024.181;ELEKTROINSTALLATIONEN;3253100576;DOZCB NUKLEOTIDES;2328.00;0.00;2328.00;1;open;KARTENLESER LAP800 FÜR AUSSENBEREICH WEI;2021-08-13;EUR;2328.00;EUR;capex;2;2.4;2.4.18-C;2021-07-20;;4511;;X40050203;IF LESER 442;;61642111102320000001C3202786442024181
